@relation questions

@attribute age_of_account numeric
@attribute badge_score numeric
@attribute posts_with_neg_score numeric
@attribute post_score numeric
@attribute accepted_answer_score numeric
@attribute comment_score numeric
@attribute num_of_URLs numeric
@attribute num_of_stackOverflow_URLs numeric
@attribute title_length numeric
@attribute body_length numeric
@attribute num_of_tags numeric
@attribute num_of_punctuation_marks numeric
@attribute num_of_short_words numeric
@attribute num_of_special_characters numeric
@attribute num_of_lower_case_characters numeric
@attribute num_of_upper_case_characters numeric
@attribute code_snippet_length numeric
@attribute class {closed,not_closed}

@data
1437676640443.000064,0.006272,0,2,0,0,2,0,28,1941,3,46,66,163,1338,28,1075,not_closed
1437713133120,0.226799,3,18,120,0,0,0,50,3025,5,146,37,492,1701,234,2254,not_closed
1437771617635.000064,0.00672,0,2,0,2,0,0,51,5716,2,65,24,447,4421,401,5316,not_closed
1437696069497.999872,0.007964,1,3,0,0,1,0,84,1992,3,64,52,265,1318,74,1270,not_closed
1437772946836.999936,0.173082,0,152,30,6,0,0,74,667,2,8,28,56,502,20,135,not_closed
1437681445119.000064,0.000853,0,2,0,0,0,0,22,893,3,39,26,197,443,16,617,not_closed
1437677185283.000064,0.010119,0,13,0,0,0,0,52,689,1,17,51,66,474,30,0,not_closed
1437826307831.000064,0.390828,1,122,90,8,0,0,53,85,2,1,7,7,62,2,0,not_closed
1437814225112.999936,0.060031,2,53,135,2,0,0,25,361,4,12,23,40,248,18,0,not_closed
1437727103624,0.015358,4,2,0,1,2,1,42,608,3,13,32,61,417,26,0,not_closed
1437670472779.000064,0.002586,0,1,0,0,0,0,52,640,2,17,29,73,440,11,123,not_closed
1437696520811.000064,0.016974,0,2,0,0,1,1,54,2223,2,102,34,269,1258,48,1707,not_closed
1437681844772.999936,0.002586,0,7,0,0,0,0,65,354,5,4,24,31,249,19,0,not_closed
1437673611273.999872,0,0,0,0,0,1,0,66,1113,4,34,33,166,678,88,0,not_closed
1437822885358.000128,0.013228,1,5,15,0,0,0,40,246,2,5,30,11,170,11,0,not_closed
1437849982126.000128,0.370523,1,71,105,0,0,0,47,1038,4,60,20,136,651,10,784,not_closed
1437753399852,0.007254,1,0,0,0,0,0,66,718,2,49,14,150,390,4,502,not_closed
1437747954644.999936,0.768606,0,193,240,10,1,0,76,4786,4,161,106,648,3301,181,2403,not_closed
1437670014142.000128,0.002783,0,2,15,0,0,0,47,1253,3,29,56,115,834,86,442,not_closed
1437673939022.000128,0.006598,0,1,0,0,0,0,40,1739,1,58,37,221,922,52,1416,not_closed
1437677896752,0.003496,0,0,0,0,0,0,76,1510,3,22,103,79,1126,39,0,not_closed
1437715569400.999936,0.053894,2,30,30,1,0,0,49,1075,4,12,87,38,829,17,0,not_closed
1437726416702.000128,0.004904,0,3,0,0,0,0,57,1704,2,32,53,178,1169,148,664,not_closed
1437684663052,0.008005,2,3,0,0,0,0,87,2047,1,111,122,397,976,24,1725,not_closed
1437686645512,0.035013,1,30,45,2,1,1,54,860,3,22,41,104,592,25,0,not_closed
1437679728644,0.0057,2,0,0,0,0,0,26,271,1,8,24,16,194,8,0,not_closed
1437765276472.999936,9.552787,1,350,210,6,4,2,41,5281,5,136,163,593,3541,339,2750,not_closed
1437677069532.999936,0.026639,1,2,0,1,0,0,46,657,5,18,39,73,430,41,233,not_closed
1437790338875.000064,0.002586,0,2,0,0,0,0,47,430,3,4,25,23,303,29,0,not_closed
1437801668792.999936,0.097686,1,90,135,13,2,0,48,2398,4,81,107,325,1589,59,1035,not_closed
1437703858940.999936,0.001931,1,-1,15,0,0,0,39,1079,3,25,43,92,614,75,616,not_closed
1437737858047.000064,0.097904,0,43,0,4,0,0,71,874,4,23,49,101,584,34,297,not_closed
1437682037360,0.01862,4,10,30,1,0,0,51,1985,3,49,46,341,1206,71,1541,not_closed
1437822632248.999936,0.074143,0,99,30,6,0,0,49,822,1,31,29,104,505,23,471,not_closed
1437688407566.000128,0.010895,1,6,15,0,0,0,36,7144,5,207,171,727,3967,527,5372,not_closed
1437716685995.000064,0.267109,1,55,135,8,1,1,39,2869,2,75,86,308,1816,160,1442,not_closed
1437684373846.000128,0.002784,0,2,0,1,2,0,56,1533,2,37,72,113,1161,36,0,not_closed
1437718508760.999936,0.019531,3,31,0,3,0,0,82,4122,1,142,80,454,2270,29,3826,not_closed
1437842660174.000128,0.012473,0,8,0,0,4,0,95,2701,3,64,91,383,1776,54,385,not_closed
1437716467512.999936,0.019739,0,10,0,0,0,0,33,696,5,13,32,85,481,44,75,not_closed
1437758223470.000128,0.017564,0,0,0,0,0,0,54,1758,3,116,13,268,1219,67,1604,not_closed
1437785124009.999872,0.490172,2,32,75,1,1,0,102,1665,3,59,63,248,807,86,1220,not_closed
1437707712660.999936,0.112777,0,40,255,4,1,0,92,9830,2,696,108,1222,6639,652,9218,not_closed
1437683111728.999936,0,0,0,0,0,0,0,22,627,2,13,50,39,466,8,0,not_closed
1437672300887.000064,0.005129,0,1,0,0,0,0,84,1042,1,36,42,184,650,15,835,not_closed
1437678225097.999872,0.023807,0,5,0,0,5,1,49,2511,4,65,74,393,1659,138,0,not_closed
1437729058449.999872,0.005435,0,5,15,0,0,0,28,363,2,6,13,49,265,4,0,not_closed
1437695652396.999936,0.051945,1,25,0,3,0,0,41,6925,5,277,55,949,4657,453,6260,not_closed
1437755101384.999936,0.072007,0,58,0,1,0,0,38,351,2,6,28,11,254,10,0,not_closed
1437675780168.999936,0.001706,0,1,0,0,0,0,94,762,4,12,33,92,428,128,323,not_closed
1437713087420.999936,0.016835,0,19,0,2,0,0,29,990,4,55,34,169,592,5,504,not_closed
1437680709032,0.003245,0,0,0,1,0,0,46,1203,1,23,55,89,720,50,0,not_closed
1437683340408,0.011777,2,1,15,0,0,0,79,1311,4,16,126,40,976,35,0,not_closed
1437766171620.999936,0.067519,1,102,105,3,0,0,57,2745,5,73,69,303,1828,154,1939,not_closed
1437696263993.999872,0.001763,1,0,0,0,1,0,58,2735,2,151,60,424,1517,112,2314,not_closed
1437736836924,0.295436,2,58,300,10,0,0,55,808,4,18,56,106,550,26,26,not_closed
1437747614160.999936,0.466946,1,52,45,2,0,0,53,1522,3,104,32,179,1120,87,1064,not_closed
1437737321220,0.196559,0,59,90,5,0,0,84,1160,4,54,43,158,674,71,787,not_closed
1437708810182.000128,0.077978,1,31,0,0,0,0,30,632,4,15,36,62,418,41,0,not_closed
1437692795683.000064,0.021277,0,3,45,0,0,0,45,1779,5,39,59,126,541,13,1131,not_closed
1437675073880,0.001873,1,2,0,0,0,0,47,2050,4,32,132,261,1381,28,1051,not_closed
1437798788096.999936,0.011915,0,12,15,0,0,0,51,456,5,12,33,18,314,11,0,not_closed
1437734724587.000064,0.242064,2,126,270,2,0,0,29,1488,2,32,42,217,1051,18,556,not_closed
1437758307952.999936,0.007903,0,12,0,0,0,0,85,1833,1,44,58,204,1179,114,1027,not_closed
1437670719664.999936,0.000853,0,0,0,0,0,0,91,1290,1,65,55,238,619,10,1003,not_closed
1437678408544,0.002586,0,6,0,0,1,0,61,1263,4,23,75,109,913,41,0,not_closed
1437682191399.000064,0.008636,2,5,0,0,0,0,119,286,1,5,14,32,210,5,0,not_closed
1437735944732.999936,0.067916,0,23,60,4,0,0,45,1099,2,41,46,174,477,244,758,not_closed
1437771719155.000064,0.011915,0,15,60,1,0,0,57,1711,1,57,76,190,1078,32,730,not_closed
1437683006841.999872,0.001763,0,1,0,0,2,0,119,27823,2,1223,525,3300,18235,2092,26381,not_closed
1437815690932,0.015034,1,17,45,0,1,0,75,435,2,8,21,39,338,5,0,not_closed
1437751998590.000128,0.012278,0,13,0,2,1,0,44,774,5,23,45,96,532,29,66,not_closed
1437681366864,0.001931,1,-2,0,0,0,0,32,1538,5,33,56,218,1047,60,490,not_closed
1437769186956,0.13641,1,131,150,3,2,0,36,5289,3,257,54,822,3256,62,4351,not_closed
1437775505353.999872,0.014065,0,8,0,1,2,0,60,1741,4,40,110,152,1263,34,0,not_closed
1437675392902.000128,0,0,0,0,0,0,0,51,602,2,35,22,110,359,10,294,not_closed
1437683423465.999872,0.051782,2,30,0,0,0,0,16,584,2,34,15,83,403,37,0,not_closed
1437714468187.000064,0.062,1,45,210,3,0,0,34,1352,2,13,74,140,957,34,372,not_closed
1437709220942.000128,0.02286,1,0,15,0,0,0,45,422,3,7,31,56,271,20,0,not_closed
1437765027588.999936,0.02899,1,6,75,0,0,0,55,9015,4,527,178,1338,4892,609,8407,not_closed
1437777998859.000064,0.394934,1,98,150,3,1,0,64,955,2,32,53,118,673,24,214,not_closed
1437732351376,0.589715,3,24,45,1,0,0,44,610,5,31,30,114,336,17,276,not_closed
1437679654809.999872,0.017052,0,15,0,0,0,0,22,619,2,17,42,58,441,17,0,not_closed
1437690402719.000064,0.006734,0,12,0,0,1,1,25,4138,2,145,162,653,2634,256,1768,not_closed
1437677051987.000064,0.025233,2,-1,0,0,0,0,83,716,5,10,35,72,486,47,0,not_closed
1437684681147.000064,0.00421,0,8,0,0,1,0,36,379,3,14,17,54,222,20,0,not_closed
1437768510536.999936,0.022289,4,18,15,8,0,0,39,1048,5,16,55,84,734,66,0,not_closed
1437688185460,0.048985,1,12,0,18,0,0,40,443,3,9,20,67,283,21,10,not_closed
1437671706923.000064,0.00226,0,6,0,0,0,0,63,218,5,7,7,34,139,4,0,not_closed
1437685916964.999936,0.002586,0,9,0,0,0,0,46,4556,1,381,82,766,2875,129,3645,not_closed
1437724949408.999936,0.107121,0,64,15,5,0,0,31,392,3,9,25,39,281,7,48,not_closed
1437735885436,0.033077,3,9,105,5,0,0,71,25630,3,1300,340,3390,11477,945,25001,not_closed
1437811790104.999936,0.019149,0,24,15,0,0,0,42,1356,1,40,64,156,930,64,276,not_closed
1437739175388,0.247076,3,10,0,10,0,0,61,505,1,11,25,68,334,10,109,not_closed
1437675182361.999872,0.001873,1,0,0,0,0,0,72,591,5,11,34,64,400,25,0,not_closed
1437674454840,0.001314,0,2,0,0,0,0,31,393,4,13,12,71,248,20,228,not_closed
1437746231547.000064,0.0774,0,27,165,13,0,0,21,449,1,4,30,48,323,15,107,not_closed
1437759342571.000064,0.224321,2,57,240,1,2,0,45,429,3,15,13,63,302,6,0,not_closed
1437741152912.999936,0.686923,2,55,165,4,0,0,37,1350,3,50,64,197,685,92,1109,not_closed
1437682302960.999936,0.144213,4,15,75,0,0,0,47,1364,1,37,46,232,877,87,825,not_closed
1437683654884.999936,0.002345,0,0,0,0,0,0,68,16000,3,359,210,1041,8023,1020,0,not_closed
1437687897318.000128,0.053082,3,17,15,2,0,0,72,1435,5,29,42,138,803,58,125,not_closed
1437734295584.999936,0.00289,1,-3,0,0,0,0,37,1083,5,67,27,178,629,29,848,not_closed
1437715609684.999936,0.007516,0,5,0,0,0,0,38,4745,3,290,78,549,2992,304,4331,not_closed
1437775491742.000128,0.113908,1,33,195,0,3,0,46,1229,4,19,40,166,854,57,0,not_closed
1437692977331.000064,0.199793,1,39,105,7,0,0,54,511,3,12,29,50,375,7,0,not_closed
1437709285478.000128,0.002783,0,1,0,0,0,0,61,760,3,17,43,51,549,23,0,not_closed
1437683835664.999936,0.002279,0,6,0,0,0,0,138,666,2,23,19,115,414,17,335,not_closed
1437830689623.000064,0.589515,0,44,210,12,2,0,65,1322,2,45,51,221,875,59,399,not_closed
1437754708560,0.496543,3,27,135,8,1,1,104,10114,4,345,150,1421,5968,355,7955,not_closed
1437685864777.999872,0.036135,2,16,30,1,0,0,47,422,2,8,23,51,295,13,54,not_closed
1437680026686.000128,0.008638,1,5,0,0,0,0,47,1036,5,37,16,166,679,33,745,not_closed
1437779769169.999872,0.019551,1,13,45,9,2,0,44,833,2,28,28,123,591,20,173,not_closed
1437680590247.000064,0.002644,0,0,0,0,0,0,87,2236,4,63,110,240,1311,48,1086,not_closed
1437722999383.000064,0.0033,0,4,0,1,0,0,39,366,4,5,15,25,257,33,0,not_closed
1437683406072.999936,0.001873,0,1,0,0,0,0,45,2079,2,57,87,197,1425,154,852,not_closed
1437772044695.000064,24.222986,1,158,180,9,1,0,35,205,2,5,4,35,149,3,0,not_closed
1437740628056,0.037559,0,25,0,0,0,0,50,815,4,18,34,100,579,13,308,not_closed
1437756593436.999936,0.022922,2,16,0,4,0,0,82,1584,5,25,106,74,1172,72,0,not_closed
1437675522006.000128,0.011359,0,10,0,0,1,1,59,314,2,7,21,26,214,9,0,not_closed
1437681035636.999936,0.003958,0,3,0,0,0,0,120,2490,3,97,41,386,1110,130,2243,not_closed
1437674798260.999936,0.0162,0,2,0,0,0,0,28,1170,3,16,51,87,833,81,413,not_closed
1437742279240,0.036032,2,41,45,0,0,0,64,4508,2,184,134,804,2346,69,2974,not_closed
1437782938876.999936,0.103741,0,73,135,5,0,0,36,1393,4,47,57,195,889,93,408,not_closed
1437743344371.000064,0.080179,1,20,30,1,0,0,52,184,3,1,18,8,131,13,0,not_closed
1437695152264,0.006557,3,-8,0,0,0,0,42,232,2,4,23,10,172,4,0,not_closed
1437753402496.999936,0.743233,0,117,195,1,1,0,54,815,5,25,27,172,524,14,188,not_closed
1437715294892.999936,0.003469,0,5,0,1,0,0,37,708,3,19,17,107,457,15,548,not_closed
1437836182232,0.090477,0,77,90,5,2,0,40,895,4,15,19,151,641,12,337,not_closed
1437771360988,0.501532,1,172,135,9,0,0,57,607,3,9,31,70,426,15,70,not_closed
1437721780152.999936,0.026448,0,49,0,0,0,0,25,510,1,16,12,105,302,14,207,not_closed
1437780773873.999872,0.00091,0,0,0,0,0,0,94,12496,5,557,279,1374,6565,853,11626,not_closed
1437843391409.999872,1.107208,1,662,225,0,0,0,55,664,5,20,32,99,449,23,72,not_closed
1437755838416.999936,0.741587,1,119,195,8,0,0,25,486,3,10,23,63,332,9,179,not_closed
1437725609767.000064,0.036941,3,34,0,4,0,0,100,822,3,27,33,118,502,35,438,not_closed
1437770484889.999872,0.197596,1,70,75,0,0,0,44,1334,5,36,68,124,901,97,542,not_closed
1437765840656.999936,0.026847,2,19,60,1,0,0,30,216,3,3,35,9,150,8,0,not_closed
1437723932494.000128,0.094764,0,66,285,1,0,0,38,778,4,21,32,138,503,17,408,not_closed
1437724466491.000064,0.039707,0,14,0,1,1,0,23,551,2,13,27,94,382,12,41,not_closed
1437698067704,0.008617,1,-2,0,1,0,0,84,915,1,50,42,137,587,65,445,not_closed
1437846324179.000064,0.035141,1,121,45,9,0,0,52,922,4,17,54,47,712,17,91,not_closed
1437673819300.999936,0.003056,0,1,0,0,0,0,59,757,2,18,35,58,561,10,0,not_closed
1437681790575.000064,0.01503,1,19,0,0,0,0,25,1226,2,34,67,163,813,37,168,not_closed
1437718851532.999936,0.016439,0,1,0,0,0,0,43,631,5,7,44,43,469,15,108,not_closed
1437722678702.000128,0.029446,0,23,90,2,0,0,33,239,3,3,27,10,176,5,0,not_closed
1437774663633.999872,0.055143,1,63,120,2,0,0,38,670,3,15,43,47,484,23,0,not_closed
1437674409636,0.004517,0,2,0,0,2,0,98,1647,5,24,69,162,1199,72,98,not_closed
1437674426464,0.004517,0,2,0,0,2,0,96,1435,5,27,36,175,1033,66,277,not_closed
1437720767308,0.089023,0,17,75,1,0,0,22,688,2,50,34,89,409,21,258,not_closed
1437803447339.000064,0.016275,0,13,45,5,0,0,43,3990,3,132,164,371,2516,184,2464,not_closed
1437743714006.000128,0.027972,1,26,75,3,0,0,75,565,4,11,36,42,404,30,138,not_closed
1437851029529.999872,0.521219,2,152,165,0,1,0,52,1252,4,41,56,184,778,23,558,not_closed
1437687675932,0.016571,1,0,0,0,0,0,70,15372,5,644,253,2919,6276,214,14361,not_closed
1437678996745.999872,0.002644,0,0,0,0,0,0,53,5667,5,246,141,865,3053,228,4504,not_closed
1437685865169.999872,0.006272,0,0,0,0,0,0,75,786,4,23,32,121,534,27,346,not_closed
1437737216484,29.093855,2,117,285,12,0,0,57,710,3,21,25,113,493,18,231,not_closed
1437752177648,0.014065,2,5,0,0,0,0,66,213,4,4,10,27,137,17,0,not_closed
1437715192872.999936,0.060777,4,23,75,0,0,0,68,390,1,11,19,46,280,9,0,not_closed
1437681581704,0.001733,0,0,0,0,0,0,69,1182,5,15,75,44,890,39,0,not_closed
1437802826543.000064,0.851331,0,136,285,0,0,0,64,868,4,33,15,104,536,58,514,not_closed
1437720215867.000064,0.063444,0,48,150,7,0,0,24,1788,3,40,49,175,697,58,1395,not_closed
1437726321089.999872,0.010865,1,2,15,0,0,0,39,688,4,41,11,93,430,37,520,not_closed
1437706004558.000128,0.008005,1,2,0,1,0,0,51,1292,1,33,38,154,838,67,753,not_closed
1437730403388.999936,0.01355,0,13,15,0,0,0,63,1312,5,59,46,222,666,44,855,not_closed
1437706889896,0,0,0,0,0,0,0,36,8408,3,317,278,902,4195,963,7534,not_closed
1437744772670.000128,0.150498,1,41,0,6,0,0,42,950,3,49,41,133,549,12,405,not_closed
1437737899435.000064,0.112996,1,19,105,8,0,0,51,665,5,23,22,73,390,18,276,not_closed
1437688625697.999872,0.003366,0,0,0,0,0,0,47,1265,3,33,46,153,806,104,943,not_closed
1437815268532.999936,0.09098,1,41,15,3,0,0,51,254,2,4,20,10,197,3,0,not_closed
1437700402649.999872,0.085166,2,19,0,2,1,0,70,1521,3,112,19,304,911,139,1193,not_closed
1437703595092,0.010942,0,4,15,0,1,0,58,2059,4,54,138,205,1363,50,531,not_closed
1437680229575.000064,0,0,0,0,0,0,0,59,1292,4,38,29,181,750,47,868,not_closed
1437679194020.999936,0.001733,0,0,0,0,0,0,52,2472,5,78,111,217,1687,68,1109,not_closed
1437775248998.000128,0.27986,0,68,90,6,0,0,65,964,5,25,54,79,645,58,0,not_closed
1437684809932.999936,0.008787,0,3,0,0,0,0,81,1297,2,44,35,242,793,43,972,not_closed
1437733892553.999872,0.514282,0,34,270,2,0,0,74,1347,4,19,63,114,904,86,468,not_closed
1437714077865.999872,0.011779,1,-1,0,0,0,0,45,296,4,9,11,42,206,13,99,not_closed
1437683522559.000064,0.001931,0,0,0,0,0,0,35,2775,4,114,80,374,1752,100,2050,not_closed
1437689003928,0.002392,0,0,0,0,1,1,42,2150,4,107,44,374,1394,57,1451,not_closed
1437687395982.000128,0.016916,0,12,45,0,0,0,49,231,3,4,19,15,171,7,17,not_closed
1437834203296.999936,0.476925,0,473,180,5,0,0,65,1511,5,45,46,146,997,133,896,not_closed
1437689282982.000128,0.012277,0,9,0,0,0,0,38,1791,4,80,37,132,940,344,1366,not_closed
1437685214300,0.007978,1,4,0,0,0,0,25,2109,2,90,70,299,1161,147,1231,not_closed
1437686798920.999936,0.000853,0,1,0,0,1,0,55,7332,5,327,77,1208,4559,443,6665,not_closed
1437714030215.000064,0.022906,2,10,60,0,2,2,78,2103,4,90,35,377,1157,108,1337,not_closed
1437686383852.999936,0.002783,0,0,0,0,0,0,48,6630,2,283,167,1090,3388,132,5522,not_closed
1437696989640,0.025122,0,11,60,2,0,0,55,608,4,15,44,45,442,14,0,not_closed
1437683831612.999936,0.046635,0,42,45,2,0,0,70,2857,4,48,174,204,2082,91,340,not_closed
1437821215063.000064,0.083556,0,29,45,6,1,0,38,1079,3,28,70,67,804,24,0,not_closed
1437702413718.000128,0.061849,1,15,75,2,0,0,49,874,3,29,41,145,505,34,409,not_closed
1437771682084,0.011171,0,6,0,0,1,0,66,884,3,25,40,94,601,42,0,not_closed
1437764144495.000064,0.256562,1,34,390,4,1,1,39,1255,4,40,62,142,681,75,634,not_closed
1437676516641.999872,0,0,0,0,0,0,0,45,308,1,4,21,20,224,6,0,not_closed
1437755667060,0.238143,1,191,120,5,0,0,55,1506,5,79,51,231,918,37,1114,not_closed
1437687296855.000064,0.001733,0,0,0,0,0,0,54,933,4,15,79,87,647,37,0,not_closed
1437738924604,0.04365,1,26,30,1,0,0,77,1727,3,47,93,164,1233,59,0,not_closed
1437734944148.999936,0.004415,0,3,0,0,0,0,38,963,3,16,65,51,684,62,0,not_closed
1437745872006.000128,0.017298,2,2,0,0,0,0,53,559,4,10,34,34,404,16,0,not_closed
1437723073041.999872,0.127015,4,14,180,9,0,0,23,1455,5,36,48,199,980,52,710,not_closed
1437722202696.999936,0.012852,3,-3,0,2,0,0,78,331,3,11,15,35,214,9,0,not_closed
1437687231774.000128,0.029347,2,27,135,11,0,0,41,650,4,16,58,36,459,26,0,not_closed
1437787111428,0.099324,0,32,120,2,0,0,32,325,2,13,8,74,201,19,60,not_closed
1437793341952.999936,0.269169,0,112,180,2,0,0,65,488,5,13,44,35,324,37,0,not_closed
1437687362036,0.029347,2,27,135,11,0,0,36,771,5,14,36,77,505,67,396,not_closed
1437742185955.000064,0.03351,3,10,15,0,0,0,32,265,3,3,22,9,203,6,0,not_closed
1437775503219.000064,0.022728,0,76,165,1,0,0,24,1001,1,16,79,28,782,9,0,not_closed
1437752678688.999936,0.005435,0,2,15,0,0,0,65,1352,3,38,79,91,995,35,96,not_closed
1437695205140,0.022387,1,16,15,0,1,0,84,835,2,32,42,114,561,33,0,not_closed
1437683152472,0.001733,0,0,0,0,0,0,52,271,2,6,17,16,194,17,0,not_closed
1437709762779.000064,0.032128,1,42,105,1,0,0,37,1427,3,65,57,227,945,25,726,not_closed
1437712072456,0.052404,2,19,0,7,0,0,44,220,4,6,15,20,158,8,36,not_closed
1437790974631.000064,0.10441,0,92,255,0,0,0,33,1141,5,31,45,146,728,97,531,not_closed
1437725884107.000064,0.002586,0,1,0,0,0,0,131,273,3,7,13,25,204,7,0,not_closed
1437719043660.999936,0.147605,1,37,15,0,0,0,36,843,3,24,23,162,569,27,427,not_closed
1437830197543.000064,0.049359,0,73,60,10,0,0,69,526,3,8,35,36,369,24,0,not_closed
1437683622030.000128,0.009677,2,-3,0,0,0,0,48,2231,5,113,51,319,1490,43,1202,not_closed
1437721341220.999936,0.003496,0,1,0,0,0,0,40,4685,3,393,65,631,2605,333,4354,not_closed
1437753428196.999936,0.113664,0,69,30,5,2,0,40,1913,2,38,81,222,1353,28,325,not_closed
1437695026456,0.01909,1,19,45,0,0,0,57,497,4,7,34,24,384,8,0,not_closed
1437782338203.000064,0.231737,0,145,30,3,1,0,51,1606,4,53,64,249,999,114,1003,not_closed
1437837133368.999936,0.176199,2,78,90,4,1,0,71,1285,2,25,76,140,877,51,255,not_closed
1437698248860.999936,0.003281,0,4,0,0,0,0,96,600,5,5,25,77,429,13,16,not_closed
1437695071207.000064,0.010676,0,7,15,0,0,0,62,509,4,9,11,66,287,51,401,not_closed
1437797681747.000064,0.355449,0,141,60,5,0,0,62,289,2,16,10,45,197,7,69,not_closed
1437814111384,1.073543,2,230,180,15,1,0,60,363,2,13,23,72,220,11,97,not_closed
1437814242824.999936,1.073543,2,230,180,15,1,0,60,363,2,13,23,72,220,11,97,not_closed
1437705058224,0.155337,1,25,180,11,2,0,38,1040,2,25,51,115,732,40,0,not_closed
1437705617736.999936,0.067906,1,13,15,2,0,0,42,1934,4,45,54,157,1112,77,977,not_closed
1437789900000,0.30295,0,268,135,4,0,0,52,1658,3,44,61,220,961,130,1140,not_closed
1437691389148.999936,0.013827,0,9,30,0,0,0,18,1839,3,125,22,232,1246,108,1418,not_closed
1437686495777.999872,0.002097,0,5,0,0,0,0,49,309,3,4,28,22,223,7,0,not_closed
1437741912024.999936,0.018621,3,7,0,0,0,0,70,642,3,22,11,110,348,99,375,not_closed
1437684768740,0.004957,0,0,0,0,0,0,55,1108,5,19,83,59,839,19,0,not_closed
1437739445680.999936,0.058567,0,53,15,17,1,1,60,696,4,10,39,48,504,20,0,not_closed
1437683675324,0.00091,1,-2,0,0,1,0,36,807,5,19,40,102,573,18,85,not_closed
1437681951620.999936,0.006598,0,2,0,0,0,0,56,611,5,8,47,22,458,21,0,not_closed
1437753793127.000064,0.008467,1,7,15,1,0,0,32,383,1,1,26,31,280,9,0,not_closed
1437688799651.000064,0.010115,0,5,0,0,0,0,36,583,3,9,33,36,446,8,0,not_closed
1437732674585.999872,0.133617,1,59,120,1,0,0,49,529,4,15,29,63,380,9,0,not_closed
1437676971166.000128,0.001763,0,2,0,0,0,0,93,2787,2,136,80,457,1857,54,1982,not_closed
1437680993644.999936,0.000853,0,2,0,0,1,0,82,719,3,14,29,124,474,29,118,not_closed
1437755793611.000064,0.029561,1,21,60,3,0,0,62,862,5,18,49,96,582,33,115,not_closed
1437718874015.000064,0.073565,3,38,45,0,0,0,60,841,3,26,19,120,455,45,679,not_closed
1437685927476.999936,0.010693,0,3,0,0,0,0,51,430,2,10,28,51,301,12,114,not_closed
1437748062433.999872,0.013484,0,10,0,0,0,0,31,462,4,7,19,40,311,16,0,not_closed
1437734025620,0.02706,0,55,0,2,0,0,38,2242,4,77,59,223,1403,187,1634,not_closed
1437680870048,0.003664,0,0,0,0,0,0,39,1463,3,38,39,137,909,109,1012,not_closed
1437741459500.999936,0.010909,1,15,0,2,0,0,36,1897,4,53,65,258,1039,99,1528,not_closed
1437691104260.999936,0.002992,0,0,0,0,0,0,40,861,3,39,36,127,520,25,698,not_closed
1437857599447.000064,577.758925,0,510,180,36,1,0,103,1723,4,51,51,225,1217,9,858,not_closed
1437752249331.000064,0.004525,0,4,15,0,0,0,32,4907,1,147,139,480,3027,298,3391,not_closed
1437679532555.000064,0.008005,0,5,0,1,0,0,37,418,3,8,34,35,307,6,0,not_closed
1437718513948,0.174505,1,25,15,0,0,0,63,1522,3,57,58,235,897,128,620,not_closed
1437698195680.999936,0.026573,2,19,15,0,0,0,28,335,2,17,22,61,195,6,85,not_closed
1437857254472,136.68763,0,482,225,1,1,1,100,2003,3,44,112,163,1418,66,86,not_closed
1437764003251.000064,0.030526,1,15,0,1,0,0,27,229,3,5,12,33,157,9,0,not_closed
1437801471281.999872,0.044393,3,32,60,6,1,0,36,711,5,18,43,76,497,34,0,not_closed
1437681193916.999936,0.008638,1,1,0,1,2,0,52,1652,5,51,31,173,863,105,964,not_closed
1437739513516.999936,0.02303,0,14,0,3,0,0,58,1152,5,48,48,109,741,91,578,not_closed
1437691407844,0.008318,0,19,0,1,0,0,49,9287,4,207,199,1133,3532,765,8553,not_closed
1437714657752.999936,0.010251,0,14,15,2,0,0,103,1285,4,27,90,115,788,42,485,not_closed
1437740059128,0.007569,0,5,0,0,0,0,56,820,5,16,52,94,557,42,98,not_closed
1437761343612,0.00925,0,6,0,0,0,0,72,1443,2,59,50,178,938,39,860,not_closed
1437777200302.000128,0.064698,1,89,45,2,0,0,31,930,4,26,46,123,628,45,131,not_closed
1437697855328.999936,0.089628,1,44,225,2,1,0,52,1401,3,29,55,115,917,41,479,not_closed
1437737786228,0.053996,2,35,15,2,0,0,74,1856,5,62,30,255,1180,139,1147,not_closed
1437796396240,0.081756,0,122,90,42,2,2,61,483,2,10,25,70,329,4,57,not_closed
1437714456840,0.10873,1,77,0,1,0,0,63,2249,3,51,27,246,1355,311,1744,not_closed
1437676922964,0.002586,0,2,0,0,0,0,22,428,1,14,26,36,306,14,0,not_closed
1437682351392.999936,0.005761,0,4,0,0,0,0,84,1270,5,58,58,250,716,56,703,not_closed
1437701499216.999936,0.006801,0,9,0,0,0,0,51,873,4,23,38,95,624,40,317,not_closed
1437790470111.000064,0.034031,0,23,15,1,4,0,55,2404,3,81,83,424,1494,98,756,not_closed
1437847773190.000128,0.224326,2,107,120,7,1,0,41,2924,3,90,117,443,1992,53,925,not_closed
1437750136086.000128,0.067615,2,32,150,0,0,0,57,320,2,7,16,54,197,14,228,not_closed
1437725034611.000064,0.053803,0,21,30,5,0,0,46,707,3,14,41,63,516,18,0,not_closed
1437874654600,0.493096,1,342,120,7,2,2,39,311,3,7,15,53,193,4,0,not_closed
1437682649800.999936,0.004986,0,3,15,0,0,0,47,380,3,11,25,45,259,15,0,not_closed
1437701825383.000064,0.002081,0,0,0,0,0,0,86,1572,5,14,105,116,1179,40,264,not_closed
